file,length_offset,text_offset,byte_length,original_text,translation
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65422,65426,113,云天河：不能再回无常殿那边了，<colour red=255 green=187 blue=0 alpha=255>要从南边的出口离开</colour><dc0>。</dc0>,Yun Tianhe: Can't go back to the Hall of Impermanence area anymore.<colour red=255 green=187 blue=0 alpha=255> Need to leave through the southern exit</colour><dc0>.</dc0>
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65559,65563,22,云天河：房门锁住了……,Yun Tianhe: The door's locked...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65585,65589,22,云天河：牢房锁住了……,Yun Tianhe: The cell's locked...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65665,65669,44,韩菱纱：……这里好阴森……我觉得好不舒服……,Han Lingsha: ... This place is so eerie... I feel really uncomfortable...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65730,65734,42,慕容紫英：悬浮在空中的，应该就是无常殿吧？,"Murong Ziying: That floating in the air, should be the Hall of Impermanence, right?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65792,65796,97,云天河：快点！我们这就去取<colour red=255 green=187 blue=0 alpha=255>翳影枝</colour><dc0>！</dc0>,Yun Tianhe: Hurry up! Let's go get some <colour red=255 green=187 blue=0 alpha=255>Shadowveil Sprig</colour><dc0>!</dc0>
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,65917,65921,181,韩菱纱：哎！等一下，我们连<colour red=255 green=187 blue=0 alpha=255>翳影枝</colour><dc0>长在哪里都不知道，等会儿万一有了线索，你们先别行动，让我去，我手脚轻，才不会惊动周围！</dc0>,"Han Lingsha: Hey! Wait a moment, we don't even know<colour red=255 green=187 blue=0 alpha=255> where Shadowveil Sprig grows</colour><dc0>. If we find a clue later, don't act first, let me go. I'm light on my feet and won't alert the surroundings!</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66126,66130,12,云天河：好！,Yun Tianhe: Okay!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66231,66235,40,云天河：那边，好像有两个人在守着什么……,"Yun Tianhe: Over there, seems like two people guarding something..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66299,66303,44,韩菱纱：哎？中间黑乎乎的那些，就是翳影枝吧？,"Han Lingsha: Huh? Those dark things in the middle, are they Shadowveil Sprig?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66364,66368,20,韩菱纱：我过去瞧瞧！,Han Lingsha: I'll go check it out!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66405,66409,42,慕容紫英：你一切小心！若有万一，就喊我们！,"Murong Ziying: Be careful! If anything happens, call for us!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66467,66471,76,韩菱纱：小紫英～你怎么对我这么没信心，别的做不好，偷东西我可是从没出过差错！,"Han Lingsha: Little Ziying~ Why so little faith in me? I might not be good at other things, but I've never messed up stealing!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66564,66568,14,慕容紫英：……,Murong Ziying: ...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66599,66603,38,韩菱纱：好了！我走了，你放宽心，嘻嘻～,"Han Lingsha: Alright! I'm leaving, you relax, hehe~"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66657,66661,82,鬼卒甲：唉……每天守着这翳影枝，真是无聊死了，这东西在鬼界又不稀奇，谁会想偷拿……,"Ghost Guard A: Sigh... Guarding this Shadowveil Sprig every day is so boring. It's not even rare in the ghost realm, who'd want to steal it..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66761,66765,104,鬼卒乙：这翳影枝确实一点都不稀奇，但能让我们鬼卒任意往来六界，对他界生灵来说，应该是求也求不到的宝贝吧！,"Ghost Guard B: This Shadowveil Sprig may seem utterly unremarkable, but it allows us ghost guards to travel freely across the Six Realms. For beings of other realms, it must be a treasure beyond their wildest dreams!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66887,66891,74,鬼卒乙：别抱怨了～你嫌这差事不好，难道想被调进无常殿当差，那可是累到不行！,"Ghost Guard B: Stop complaining~ You dislike this duty, but would you rather be transferred to the Impermanence Hall? That's exhausting!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,66974,66978,86,鬼卒甲：累的差事我才不干……我只是常常想，我们离转轮镜台那么近，却一次也没溜去看过……,"Ghost Guard A: Tiring tasks I won't do... I just often think, we're so close to the Wheel Mirror Terrace, yet never sneaked a look..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67073,67077,108,鬼卒乙：哦？原来你也听说过啊，要是站在转轮镜前，诚心想念，就会见到死去亲人的魂魄，可是，你还有亲人在鬼界吗？,"Ghost Guard B: Oh? So you've heard of it too. If you stand before the Wheel Mirror and sincerely yearn, you'll see the spirits of deceased loved ones. But do you still have family in the ghost realm?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67194,67198,50,鬼卒甲：我哪知道……他们去投胎，也不一定告诉我……,Ghost Guard A: How would I know... They don't necessarily tell me when they go to be reborn...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67257,67261,48,鬼卒乙：好了好了，别多话，专心看着这几根树枝……,"Ghost Guard B: Alright, alright, stop talking. Focus on watching these branches..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67318,67322,20,鬼卒乙：唉，好睏……,"Ghost Guard B: Sigh, so sleepy..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67374,67378,18,鬼卒甲：什么声音？,Ghost Guard A: What was that sound?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67405,67409,24,鬼卒乙：喂，你听错了吧？,"Ghost Guard B: Hey, you misheard, right?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67442,67446,66,鬼卒甲：是吗？我活着的时候耳朵是不太灵光，想不到死了也还是不灵……,"Ghost Guard A: Really? My ears weren't very sharp when I was alive, never thought they'd still be dull after death..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67521,67525,22,鬼卒乙：这不就得了……,Ghost Guard B: That's more like it...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67563,67567,28,韩菱纱：看，三根翳影枝到手！,"Han Lingsha: Look, three Shadowveil Spriges obtained!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67604,67608,78,韩菱纱：幸好那两个看守鬼卒呆呆的，反应又慢，不过我不敢拿太多，真被发现就惨了。,Han Lingsha: Luckily those two ghost guards were dim-witted and slow to react. But I didn't dare take too much; getting caught would be terrible.
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67710,67714,70,云天河：太棒了！菱纱你果然是大大的盗贼，太厉害了！这下我们可以回去了？,"Yun Tianhe: Fantastic! Lingsha, you really are a great bandit, so amazing! Can we go back now?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67793,67797,46,慕容紫英：先找找线索，看有什么办法回到人界吧。,"Murong Ziying: Let's first look for clues, see if there's a way to return to the human realm."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67860,67864,34,韩菱纱：我、我有一个想去的地方……,"Han Lingsha: I, I have a place I want to go..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67907,67911,12,云天河：啊？,Yun Tianhe: Huh?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,67939,67943,209,韩菱纱：刚才……我听那两个鬼卒说，<colour red=255 green=187 blue=0 alpha=255>在无常殿的不远处有个叫转轮镜台的地方，</colour><dc0>要是在那里诚心想念，就能见到死去亲人的魂魄……当然，一定要还没有投胎的……</dc0>,"Han Lingsha: Just now... I heard those two ghost guards say,<colour red=255 green=187 blue=0 alpha=255> near the Hall of Impermanence, there's a place called the Wheel Mirror Terrace,</colour><dc0> where if you sincerely think of them, you can see the spirits of deceased loved ones... Of course, only those who haven't been reincarnated yet...</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68161,68165,32,韩菱纱：我……很想见一见伯父……,Han Lingsha: I...really want to meet my Uncle...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68214,68218,38,云天河：可以见到死去的亲人？是真的吗？,Yun Tianhe: Can see the deceased? Is that true?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68273,68277,40,云天河：那我也想见爹，我有好多话想问他！,"Yun Tianhe: Then I want to see father too, I have so much to ask him!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68326,68330,16,韩菱纱：…………,Han Lingsha: ......
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68363,68367,16,云天河：…………,Yun Tianhe: ......
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68406,68410,80,慕容紫英：你们……别看我，我虽然不想节外生枝，但是你们都想去，我当然也只有奉陪。,"Murong Ziying: You all... Don't look at me. Though I don't want complications, since you all want to go, of course I'll accompany you."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68499,68503,22,云天河：哈哈，真的吗？,"Yun Tianhe: Haha, really?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68534,68538,40,韩菱纱：嘻嘻～小紫英，我就知道你最好了。,"Han Lingsha: Hehe~ Little Ziying, I knew you were the best."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68587,68591,38,韩菱纱：不过～你都没有想要见的亲人吗？,Han Lingsha: But~ don't you have any relatives you want to see?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68638,68642,118,慕容紫英：……我幼时体弱，家中怕我命不长久，将我送上昆仑山修行，自那以后，再也未有联络，可以说此生亲缘极淡，无所记挂。,"Murong Ziying: ...In my childhood, I was frail. My family, fearing I wouldn't live long, sent me to cultivate on Kunlun Mountain. Since then, there's been no contact. One could say my familial ties in this life are extremely faint, with nothing to cling to."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68769,68773,26,韩菱纱：……原来是这样哦。,Han Lingsha: ... So that's how it is.
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68808,68812,66,韩菱纱：（总觉得紫英虽然从来都不提，但心里一定还是很难过的吧……）,"Han Lingsha: (I always feel that although Ziying never mentions it, he must still be very sad deep down...)"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68887,68891,42,云天河：我们别等了，走吧！那个台子在哪里？,"Yun Tianhe: Let's not wait anymore, let's go! Where is that terrace?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,68942,68946,107,韩菱纱：<colour red=255 green=187 blue=0 alpha=255>我也只知道在无常殿附近</colour><dc0>啊，要找找看。</dc0>,"Han Lingsha:<colour red=255 green=187 blue=0 alpha=255> I only know it's near the Hall of Impermanence</colour><dc0>, we'll have to search around.</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69062,69066,56,云天河：……好大一面镜子，只要在这里喊爹，他就会出现吗？,"Yun Tianhe: ... Such a big mirror, if I shout for Father here, will he appear?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69131,69135,64,韩菱纱：不是喊啦！是在心里诚心想念，灵不灵不晓得，只有试试看了。,"Han Lingsha: Not shouting! It's sincerely thinking in your heart. Not sure if it works, but we can only try."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69216,69220,84,云天河：（……爹，孩儿、孩儿有好多话想和你说，要是你能听到，就来跟孩儿见上一面吧！）,"Yun Tianhe: (...Father, I... I have so much I want to tell you. If you can hear me, please come and meet with me!)"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69313,69317,56,韩菱纱：（……大伯，我好想你，你能来见一见菱纱吗？……）,"Han Lingsha: (......Uncle, I miss you so much. Could you come see Lingsha?......)"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69382,69386,34,云天河：……好像……什么都没有……,Yun Tianhe: ...Seems like... there's nothing at all...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69429,69433,40,韩菱纱：说不定……他们都已经投胎去了……,Han Lingsha: Maybe... they've already been reincarnated...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69482,69486,54,慕容紫英：……我看那边似乎另有出口，不如我们过去看看。,Murong Ziying: ... I see there seems to be another exit over there. Why don't we go check it out?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69557,69561,18,云天河：……好吧。,Yun Tianhe: ... Alright.
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69588,69592,70,云天河：（……爹真的投胎去了？还是他气我把墓室弄坏了，所以不想见我？）,"Yun Tianhe: (...Did Father really reincarnate? Or is he angry that I ruined the tomb, so he doesn't want to see me?)"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69678,69682,24,？？：野小子？！是你？！,???: Wild kid?! Is it you?!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69715,69719,16,云天河：……！！,Yun Tianhe: ...!!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69744,69748,26,云天河：爹！！真的是爹？！,Yun Tianhe: Father!! It's really Father?!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69797,69801,28,云天河：孩儿、孩儿好想你！！,"Yun Tianhe: Your son, your son misses you so much!!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69846,69850,54,云天青：你这小子！怎么会在这里？难道你已经……已经——,Yun Tianqing: You brat! Why are you here? Could it be you've already... already-
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,69920,69924,70,云天河：爹，孩儿还没死啦……只不过因为一些事，来了鬼界，还要回阳间的。,"Yun Tianhe: Father, your son isn't dead yet... It's just because of some matters, I came to the Ghost Realm, and I still need to return to the mortal world."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70011,70015,86,云天青：什么？你这小子，玩来玩去竟玩到鬼界来了！这里可不是你说来就来、说走就走的地方！,"Yun Tianqing: What? You brat, fooling around and actually ended up in the Ghost Realm! This isn't a place you can come and go as you please!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70110,70114,18,云天河：爹…………,Yun Tianhe: Father......
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70163,70167,98,云天青：怎么？才几年不见，野小子都长这么大了，好像烦恼也多了起来，没以前那么天不怕地不怕的神情了～,"Yun Tianqing: What? It's only been a few years, the wild kid has grown so big, seems like worries have increased too, not as fearless and carefree as before~"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70274,70278,14,云天河：爹……,Yun Tianhe: Father...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70316,70320,50,云天青：你啊！到底是来干嘛的？！再不说老子走人了！,"Yun Tianqing: You! What exactly are you here for?! If you don't speak up, I'm leaving!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70379,70383,38,云天河：爹你别走！孩儿有好多事想问你！,"Yun Tianhe: Father, don't go! Your son has many things to ask you!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70430,70434,90,云天河：你和娘……你们当初为什么要离开琼华派？害得大哥、不，玄霄，害他被冰封在禁地十九年？,"Yun Tianhe: You and Mother... why did you leave Qionghua Sect back then? Causing Big Bro-no, Xuanxiao-to be sealed in ice in the forbidden area for nineteen years?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70533,70537,88,云天青：……果然，我就知道你这小子出现，一定没好事，这么久以前的陈年旧事，都被扯出来了。,"Yun Tianqing: ...As expected, I knew your appearance meant trouble. Such old matters from long ago dragged out again."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70634,70638,26,云天河：爹，你告诉孩儿吧！,"Yun Tianhe: Father, please tell your son!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70673,70677,42,云天青：你先告诉我，你怎么会知道这些事的？,"Yun Tianqing: First tell me, how do you know about these things?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70728,70732,32,云天河：……孩儿……那个…………,Yun Tianhe: ... I... that... ...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70773,70777,28,韩菱纱：哎呀！还是我来说吧。,Han Lingsha: Aiyah! Let me explain.
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,70821,70825,184,韩菱纱：都是我不好，我以为前辈是传说中的剑仙，墓室里一定有些长生秘宝，所以闯入前辈的墓中，天河追来阻止我，谁知那墓室却塌了，他很害怕前辈责怪他，又很想知道前辈以前的事，所以就下了山……,"Han Lingsha: It's all my fault. I thought you two were legendary sword immortals and that your tomb must hold secrets to immortality, so I broke in. Tianhe chased after me to stop me, but then the tomb collapsed. He was afraid you would blame him, and he also wanted to know about his parents' past, so he went down the mountain..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71018,71022,78,韩菱纱：后来发生了许多事情，我们拜入昆仑琼华派，还结识了被关在禁地里的玄霄……,"Han Lingsha: Later, many things happened. We joined the Kunlun Qionghua Sect and even met Xuanxiao, who was imprisoned in the forbidden area..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71109,71113,110,云天青：怎会如此？！你这小子，尽会找麻烦！墓室竟被你搞塌了……还有，我不想你修仙，你偏偏跑去琼华派！真是欠揍！,"Yun Tianqing: How could this happen?! You troublemaker! You actually collapsed the tomb chamber... And I didn't want you cultivating immortality, yet you ran off to Qionghua Sect! You really need a beating!"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71232,71236,74,云天河：爹……你怎么打孩儿都行，但是能不能告诉孩儿，当初你和娘为什么要……,"Yun Tianhe: Father... You can beat me all you want, but can you tell me, back then, why did you and Mother..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71326,71330,108,云天青：知道这件事，对你未必有好处，但如果你很想知道，爹还是会说，毕竟你也长大了，我不能永远把你当小孩子看。,"Yun Tianqing: Knowing this might not necessarily be good for you, but if you really want to know, I'll still tell you. After all, you've grown up, and I can't keep treating you like a child forever."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71447,71451,28,云天河：……孩儿，想要知道！,Yun Tianhe: ... Your son wants to know!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71488,71492,42,云天青：……你可知我为什么一直没有去投胎？,Yun Tianqing: ...Do you know why I never reincarnated?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71543,71547,90,云天青：因为……我愧对师兄，所以我在阴间等着他。他不来，我不会走，我要亲口对他说声对不起。,"Yun Tianqing: Because... I feel guilty toward my Martial Brother, so I'm waiting for him in the Netherworld. I won't leave until he comes. I want to apologize to him in person."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71655,71659,62,云天青：哈，你那什么痛苦表情？真以为我和你娘是十恶不赦的人了？,"Yun Tianqing: Ha, what's with that pained expression? Did you really think your mother and I were heinous villains?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71730,71734,14,云天河：我……,Yun Tianhe: I...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71757,71761,134,云天青：我告诉你，我们二人，确实是负过师兄的性命……就算后来没有亲眼所见，我也知道他过得生不如死……但是，我和你娘，从未负过他的情谊。,"Yun Tianqing: I tell you, the two of us indeed owe Martial Brother as much as a life... Even though we didn't witness it later, I know he lived a life worse than death... But, your mother and I never betrayed his friendship."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71904,71908,20,云天河：孩儿不懂……,Yun Tianhe: I don't understand...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,71937,71941,58,云天青：你既然知道师兄之事，是否也知道琼华派修炼双剑之事？,"Yun Tianqing: Since you know about Xuanxiao's matter, do you also know about Qionghua Sect's dual sword cultivation?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72029,72033,146,云天青：想要飞升成仙，就必须拥有强大的灵力，修炼百年，所得不过尔尔，倒不如网缚妖界，从他们那里夺取灵力……当时，门派中很多人都觉得这是个绝妙之法。,"Yun Tianqing: To ascend and become an immortal, one must possess immense spiritual power. Cultivating for a hundred years yields only meager gains. It would be better to ensnare the yao realm and seize their power... At the time, many in our sect thought this was a brilliant method."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72188,72192,68,云天青：但是妖界又岂会乖乖就范？于是，双方争斗不休，场面十分惨烈……,"Yun Tianqing: But how could the yao realm just submit? Thus, both sides fought endlessly, the scene utterly brutal..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72269,72273,118,云天青：我如今想来，仍觉心寒……我虽然并不讨厌妖，却也不会喜欢妖，但我忍受不了，自己升仙却要以其他生灵的命作为代价……,"Yun Tianqing: Thinking back now, it still chills me... Although I don't hate yaoguais, I don't like them either, yet I couldn't bear ascending to immortality at the cost of other living beings' lives..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72423,72427,170,云天青：那段日子，简直像在炼狱一般，许多弟子见妖就杀，连幼儿也不放过……琼华派同样死伤不少，连掌门都被杀死，虽然那以后妖界之主不再露面，但再次出现之时，又有何人能够抵挡？,"Yun Tianqing: Those days were like living in hell. Many disciples killed any yaoguais they saw, not sparing even children... Qionghua Sect also suffered many casualties, even the sect leader was killed. Though the Mistress of the Yao Realm hasn't appeared since, when she does return, who could possibly resist?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72606,72610,94,云天青：渐渐地，门派中有了不同意见，一派主张继续打下去，另一派则主张放妖界离去，减少己方伤亡。,"Yun Tianqing: Gradually, different opinions emerged within the sect. One faction advocated continuing the fight, while the other argued for letting the yao realm leave to reduce our own casualties."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72713,72717,138,云天青：我觉得，再打下去，也只是生灵涂炭，不管是人还是妖……眼看当初一同入门的师兄弟，一个接一个地死去，变成冷冰冰的尸骨，就像一场噩梦……,"Yun Tianqing: I think continuing to fight would only lead to widespread suffering, whether for humans or yaoguais... Watching fellow disciples who entered the sect together die one after another, turning into cold bones, it was like a nightmare..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72864,72868,118,云天青：夙玉和我想的一样，她不愿再使用望舒剑，长老们虽说会考虑她的话，其实却只是拖延时间，想让她与玄霄继续网缚住妖界。,"Yun Tianqing: Suyu thought the same as me. She refused to use Wangshu Sword again. The elders said they'd consider her words, but they were just stalling, wanting her and Xuanxiao to continue binding the yao realm."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,72995,72999,68,云天青：还有一人……本是与我们俩最亲密之人，却又与我们想的完全不同。,"Yun Tianqing: And another person... originally the closest to both of us, yet whose thoughts were completely different from ours."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73076,73080,32,云天河：那个人……就是……玄霄？,Yun Tianhe: That person... is... Xuanxiao?
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73121,73125,98,云天青：不错。师兄他非常清楚自己想要什么，绝不会半途而废。我和夙玉虽想劝他，反被他大骂妇人之仁……,"Yun Tianqing: Exactly. Martial Brother knows very clearly what he wants and would never give up halfway. Though Suyu and I tried to persuade him, he instead scolded us for being overly sentimental..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73232,73236,126,云天青：被自己私心爱慕的人痛骂，夙玉当时已是伤心欲绝。这个时候又有弟子说我是叛徒，因为他们看到我救了一只年幼的、身受重伤的妖。,"Yun Tianqing: Being harshly scolded by the person she secretly admired, Suyu was already heartbroken. Then, some disciples called me a traitor because they saw me rescue a young, severely injured yaoguai."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73371,73375,14,韩菱纱：……！,Han Lingsha: ...!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73405,73409,156,云天青：我和夙玉已无法可想，妖界就算是强弩之末，也绝对会战个不死不休，唯一能阻止这场大战的，惟有我们带着望舒剑逃下山去，这样琼华派升仙的美梦也就化为了泡影。,"Yun Tianqing: Suyu and I were at our wits' end. Even if the yao realm was at its last gasp, they would certainly fight to the death. The only way to stop this great battle was for us to take Wangshu Sword and flee down Kunlun mountain. That way, Qionghua Sect's dream of ascension would come to naught."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73574,73578,130,云天青：我们趁夜逃出门派……后来的事你多少也知道一些，夙玉没有羲和之力的支撑，渐渐被冰寒侵体，我运功替她抵御寒气，却是杯水车薪……,"Yun Tianqing: We fled the sect under cover of night... You know some of what happened later. Without the support of Xihe's power, Suyu was gradually invaded by cold. I used my energy to help her resist the chill, but it was like a drop in the bucket..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73717,73721,58,云天青：我不死心，在黄山诸峰之间，寻找传说中的阴阳紫阙——,"Yun Tianqing: I refused to give up, searching among the peaks of Mount Huang for the legendary Yin-Yang Celestial Jades-"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73795,73799,22,韩菱纱：呀！阴阳紫阕！,Han Lingsha: Yikes! Yin-Yang Celestial Jades!
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73830,73834,102,云天青：原来姑娘你也知道那件宝物啊，难得！我少年时游历江湖，听说过许多奇珍异宝，阴阳紫阙就是其中之一。,"Yun Tianqing: So you know of that treasure too, miss? How rare! In my youth, traveling the world, I heard of many rare treasures; the Yin-Yang Celestial Jades was one of them."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,73945,73949,88,云天青：当时也是再没有其他办法了，我想到用阴阳紫阙“阳”的那一半，抑制夙玉身上的寒气……,"Yun Tianqing: Back then, there was no other way. I thought of using the 'yang' half of the Yin-Yang Celestial Jades to suppress Suyu's cold energy..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74046,74050,34,云天河：爹，那后来呢？你找到了吗？,"Yun Tianhe: Father, what happened next? Did you find it?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74093,74097,156,云天青：……差不多把整个黄山都找遍了，我终于寻得“阳”的那一半，给夙玉服下，她的身体果然好转，我们以为这样就没事了……没多久就成了亲，定居在黄山青鸾峰上……,"Yun Tianqing: ...After searching almost the entire Mount Huang, I finally found the 'Yang' half and gave it to Suyu to take. Her health indeed improved. We thought everything would be fine then... Not long after, we married and settled on Qingluan Peak of Mount Huang..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74262,74266,130,云天青：可是……后来还是不行，夙玉的身体时好时坏，生下你之后，不久便过世了，但奇怪的是，我们一直担心你会先天体寒，你却十分健康……,"Yun Tianqing: But... later it still didn't work. Suyu's health fluctuated, and soon after giving birth to you, she passed away. Strangely, we were always worried you'd be born with a cold constitution, but you turned out very healthy..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74405,74409,78,云天青：我因为曾替夙玉运功驱寒，也被冰寒之气反噬，过不了几年便这样归位了，唉～,"Yun Tianqing: Because I once helped Suyu circulate energy to dispel cold, I also suffered backlash from the icy energy. In a few years, I passed on like this, sigh~"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74496,74500,84,云天青：这就是全部的事了。有些事说严重也很严重，说不严重也很不严重，就看你怎么想了。,Yun Tianqing: That's the whole story. Some matters can be seen as very serious or not serious at all-it all depends on how you think about it.
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74593,74597,14,云天河：嗯……,Yun Tianhe: Mm...
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74627,74631,46,云天青：天河，你如今身体可有不适？会不会怕冷？,"Yun Tianqing: Tianhe, are you feeling unwell now? Are you afraid of the cold?"
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74686,74690,44,云天河：孩儿一切都好，并不会像爹和娘那样……,"Yun Tianhe: Your son is doing fine, won't be like Father and Mother..."
.\pal4-pack-tool\ToBeCompressed-script\Q11.csb,74743,74747,62,云天青：这就太好了，就算你小时候看来没什么，我也还是放心不下。,"Yun Tianqing: That's great, even if you seemed fine as a kid, I still couldn't stop worrying."
